Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,mapped_sentiment
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22,40,Canada,2023,Aug,positive
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28,55,USA,2023,Aug,neutral
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20,38,UK,2023,Aug,positive
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25,50,Canada,2023,Aug,positive
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18,35,USA,2023,Aug,neutral
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22,45,UK,2023,Aug,neutral
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18,36,USA,2023,Aug,positive
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26,48,Canada,2023,Aug,positive
Creating a secret handshake with friends. Friendship level: Expert!,Joy,SecretHandshakeHighSchool,Facebook,#FriendshipGoals #HighSchoolMemories,20,40,USA,2023,Aug,positive
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,BurgerQuestHighSchool,Twitter,#BurgerQuest #HighSchoolFoodie,24,42,UK,2023,Aug,positive
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,ComedyGeniusHighSchool,Instagram,#StandUpComedy #HighSchoolTalent,21,39,Canada,2023,Sept,positive
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,LoveLetterBlunderHighSchool,Facebook,#LoveLetterFail #HighSchoolAwkward,17,33,USA,2023,Sept,neutral
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,ScienceExperimentProHighSchool,Twitter,#ScienceGeek #HighSchoolExperiments,23,44,UK,2023,Sept,positive
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,BraceletCraftsmanHighSchool,Instagram,#FriendshipBracelets #HighSchoolCrafts,19,37,USA,2023,Sept,positive
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,CartwheelMasterHighSchool,Twitter,#CartwheelChallenge #HighSchoolAthlete,27,52,Canada,2023,Sept,positive
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,MovieMarathonHostHighSchool,Facebook,#MovieNight #HighSchoolMemories,22,43,UK,2023,Sept,positive
Experimenting with a new hair color. A bold change for a bold semester!,Excitement,HairColorExperimentHighSchool,Instagram,#HairExperiment #HighSchoolStyle,20,39,USA,2023,Sept,positive
Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,TimeCapsuleCreatorHighSchool,Facebook,#TimeCapsule #HighSchoolNostalgia,26,48,Canada,2023,Sept,positive
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,ClassroomBlunderHighSchool,Twitter,#FirstDayOops #HighSchoolEmbarrassment,16,32,USA,2023,Sept,neutral
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,SmoothieConnoisseurHighSchool,Instagram,#HealthyLiving #HighSchoolWellness,23,42,UK,2023,Sept,positive
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,OverwhelmedHighSchoolStudent,Twitter,#SchoolChallenges #HighSchoolStruggles,15,28,USA,2023,Sept,neutral
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,DealingWithHateHighSchool,Instagram,#OnlineHate #HighSchoolReality,18,36,Canada,2023,Sept,negative
Had a bad day at school. Everything seems to be going wrong.,Bad,ToughDayHighSchool,Facebook,#BadDay #HighSchoolBlues,20,40,UK,2023,Sept,neutral
Feeling down after not making the sports team. Disappointment lingers.,Sad,SportsTeamRejectionHighSchool,Twitter,#Disappointment #HighSchoolSports,17,34,USA,2023,Sept,neutral
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,CafeteriaConflictHighSchool,Instagram,#CafeteriaDrama #HighSchoolTension,21,41,Canada,2023,Sept,negative
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,ProjectGradeDisappointmentHighSchool,Facebook,#AcademicFrustration #HighSchoolStress,19,38,UK,2023,Sept,neutral
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,PersonalSetbackHighSchool,Twitter,#LifeChallenges #HighSchoolStruggles,22,44,USA,2023,Sept,neutral
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,LonelySaturdayHighSchool,Instagram,#LonelyNights #HighSchoolEmotions,16,31,Canada,2023,Sept,neutral
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,CyberbullyingVictimHighSchool,Facebook,#StopCyberbullying #HighSchoolReality,14,27,UK,2023,Sept,negative
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,RainyDayBluesHighSchool,Twitter,#BadLuck #HighSchoolWeather,18,35,USA,2023,Sept,neutral
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,MissedOpportunityHighSchool,Instagram,#MissedChances #HighSchoolRegret,20,39,Canada,2023,Sept,neutral
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,RumorVictimHighSchool,Facebook,#RumorMills #HighSchoolDrama,23,46,UK,2023,Sept,negative
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,FlatTireWoesHighSchool,Twitter,#BadLuckDay #HighSchoolStruggles,25,50,USA,2023,Sept,neutral
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,FriendMovingAwayHighSchool,Instagram,#SayingGoodbye #HighSchoolEmotions,21,42,Canada,2023,Sept,neutral
Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,CollegeRejectionHighSchool,Facebook,#CollegeDreams #HighSchoolJourney,19,37,UK,2023,Sept,neutral
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,GamingToxicityHighSchool,Twitter,#OnlineGaming #HighSchoolGamer,16,32,USA,2023,Sept,negative
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,BadHairDayBluesHighSchool,Instagram,#BadHairDay #HighSchoolConfidence,18,36,Canada,2023,Sept,neutral
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,ProjectFailureDespairHighSchool,Facebook,#ProjectStruggles #HighSchoolHardships,21,41,UK,2023,Sept,neutral
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,OpinionsHateHighSchool,Twitter,#OnlineOpinions #HighSchoolCriticism,24,48,USA,2023,Sept,negative
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,TechMalfunctionWoesHighSchool,Instagram,#TechIssues #HighSchoolTech,22,43,Canada,2023,Sept,neutral
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,MissedEventBluesHighSchool,Facebook,#MissedMoments #HighSchoolRegret,20,39,UK,2023,Oct,neutral
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,StudyTechniqueExperimentHighSchool,Instagram,#StudyStrategies #HighSchoolExams,23,42,USA,2023,Oct,neutral
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,CommunityCleanupHighSchool,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,26,50,Canada,2023,Oct,neutral
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,BookRecommendationsHighSchool,Facebook,#BookClub #HighSchoolReads,19,38,UK,2023,Oct,neutral
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,BakeSaleRecipeExperimentHighSchool,Instagram,#BakingAdventures #HighSchoolBakes,21,43,USA,2023,Oct,neutral
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,SchoolProjectCollaborationHighSchool,Twitter,#Teamwork #HighSchoolProjects,18,36,Canada,2023,Oct,neutral
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,ExtracurricularExplorationHighSchool,Instagram,#SchoolClubs #HighSchoolInterests,22,45,UK,2023,Oct,neutral
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,PartTimeJobExplorationHighSchool,Facebook,#CareerDevelopment #HighSchoolJobs,24,48,USA,2023,Oct,neutral
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,SchoolAssemblyParticipationHighSchool,Twitter,#SchoolEvents #HighSchoolConnectivity,20,40,Canada,2023,Oct,neutral
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,PhotographyHobbyHighSchool,Instagram,#PhotographyJourney #HighSchoolHobbies,25,49,UK,2023,Oct,neutral
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,ScienceFairParticipationHighSchool,Facebook,#ScienceFair #HighSchoolScience,19,37,USA,2023,Oct,neutral
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,TimeManagementWorkshopHighSchool,Twitter,#EfficiencyGoals #HighSchoolSkills,23,44,Canada,2023,Oct,neutral
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,CharityEventVolunteerHighSchool,Instagram,#CommunityService #HighSchoolVolunteer,20,39,UK,2023,Oct,neutral
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,GroupProjectCollaborationHighSchool,Facebook,#TeamSpirit #HighSchoolProjects,18,35,USA,2023,Oct,neutral
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,DebateClubParticipationHighSchool,Twitter,#DebateSkills #HighSchoolIntellect,22,43,Canada,2023,Oct,neutral
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,BirthdaySurpriseHighSchool,Instagram,#SurpriseParty #HighSchoolCelebration,27,52,UK,2023,Oct,neutral
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,CodingSuccessHighSchool,Twitter,#CodingTriumph #HighSchoolTech,24,48,USA,2023,Oct,neutral
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,TalentShowSupportHighSchool,Facebook,#TalentShow #HighSchoolEntertainment,19,38,Canada,2023,Oct,neutral
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,WeekendHikeHighSchool,Instagram,#NatureAdventures #HighSchoolFriends,21,42,UK,2023,Oct,neutral
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,SportsVictoryHighSchool,Twitter,#SportsTriumph #HighSchoolAthletics,26,50,USA,2023,Oct,neutral
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,PenPalConnectionHighSchool,Facebook,#GlobalFriendship #HighSchoolCorrespondence,23,45,Canada,2023,Oct,neutral
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,MuralCreationHighSchool,Instagram,#ArtCollaboration #HighSchoolCreativity,22,43,UK,2023,Oct,neutral
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,ArtExhibitionJoyHighSchool,Instagram,#ArtisticExpression #HighSchoolCreativity,23,44,USA,2015,Nov,neutral
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,TrackFieldSuccessHighSchool,Twitter,#AthleticAchievement #HighSchoolSports,26,51,Canada,2016,Sept,neutral
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,ScienceProjectSuccessHighSchool,Facebook,#ScienceFairWinner #HighSchoolScience,20,39,UK,2017,Aug,neutral
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,BirthdayPartyJoyHighSchool,Instagram,#SurpriseCelebration #HighSchoolFriendship,25,48,USA,2018,Jun,neutral
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,CharityFundraisingTriumphHighSchool,Twitter,#CommunityGiving #HighSchoolPhilanthropy,22,42,Canada,2019,Apr,neutral
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",Happy,MulticulturalFestivalJoyHighSchool,Facebook,#CulturalCelebration #HighSchoolUnity,21,43,UK,2020,Feb,neutral
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",Happy,VirtualTalentShowSuccessHighSchool,Instagram,#VirtualEntertainment #HighSchoolPositivity,24,47,USA,2020,Nov,neutral
